,Project.Name,Latitude,Longitude,nearest_hospital,nearest_mall,nearest_mrt,nearest_busstop
227,1953,1.3165334,103.8576999,Farrer Park Hospital,City Square Mall,BOON KENG MRT STATION,50241
228,SOHO 188,1.3112481,103.8533682,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50279
229,RITZ @ FARRER,1.3101255,103.8522732,Farrer Park Hospital,Tekka Centre,FARRER PARK MRT STATION,7111
230,CITYSCAPE @FARRER PARK,1.3177793,103.8512795,Farrer Park Hospital,Velocity@Novena Square,FARRER PARK MRT STATION,50089
231,PARC SOMME,1.311214,103.858476,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7319
232,SAM LEONG MANSION,1.308936,103.857083,Farrer Park Hospital,City Square Mall,JALAN BESAR MRT STATION,7231
233,THE URBANITE,1.3134554,103.8483174,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50351
234,70@TRURO,1.3149092,103.8490489,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50081
235,LE SOMME,1.3112352,103.8584535,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7319
236,FORTE SUITES,1.317878,103.8519194,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50089
237,SUITES @ OWEN,1.3140925,103.8529544,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50279
238,CAVAN SUITES,1.3108751,103.8612423,Farrer Park Hospital,Aperia,BENDEMEER MRT STATION,7361
239,KENTISH LODGE,1.3158338,103.8529992,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50261
240,THE CITRON RESIDENCES,1.3126698,103.8575104,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7211
241,JALAN BESAR PLAZA,1.3087498,103.8580162,Farrer Park Hospital,City Square Mall,JALAN BESAR MRT STATION,7331
242,PRISTINE HEIGHTS,1.3169296,103.8518847,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50301
243,CITY LOFT,1.3150829,103.8566942,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7221
244,RACE COURSE MANSION,1.31034527,103.8523082,Farrer Park Hospital,Tekka Centre,FARRER PARK MRT STATION,7111
245,CITIGATE RESIDENCE,1.3021994,103.8621455,Raffles Hospital,Duo,NICOLL HIGHWAY MRT STATION,1411
246,HONG BUILDING,1.3175243,103.8529957,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50261
247,STURDEE VIEW,1.3137257,103.8577566,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7221
248,KENTISH GREEN,1.3158144,103.8520344,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50301
249,THE MERLOT,1.3143937,103.8463401,KK Women's and Children's Hospital,United Square,NOVENA MRT STATION,50071
250,URBAN LOFTS,1.3140974,103.8539315,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50251
251,KENG LEE COURT,1.3125938,103.8471089,KK Women's and Children's Hospital,United Square,LITTLE INDIA MRT STATION,50011
252,UPTOWN @ FARRER,1.3126963,103.8556448,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50259
253,KENG LEE VIEW,1.3140123,103.8460184,KK Women's and Children's Hospital,United Square,NOVENA MRT STATION,50071
254,HOA NAM BUILDING,1.3126996,103.8599433,Farrer Park Hospital,City Square Mall,BENDEMEER MRT STATION,7329
255,KING'S COURT,1.314605,103.846305,KK Women's and Children's Hospital,United Square,NOVENA MRT STATION,50071
256,R66 APARTMENTS,1.3140576,103.8544454,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50251
257,HERTFORD MANSION,1.313846571,103.8488914,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50351
258,SOHO @ FARRER,1.3108262,103.8529039,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50279
259,KENT RESIDENCES,1.3160596,103.852002,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50301
260,HERTFORD COLLECTION,1.3133639,103.848945,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50351
261,KENTISH COURT,1.3152745,103.8523384,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50301
262,FARRER PARK SUITES,1.3132474,103.8536777,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50279
264,SPA BUILDING,1.310035,103.85587,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7231
265,CLYDES RESIDENCE,1.3172798,103.8521966,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50301
266,D'CAMBRIDGE,1.314797653,103.8487072,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50071
267,VERDUN HOUSE,1.3098562,103.8561344,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7231
268,CITY STUDIOS,1.310044,103.8527844,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7111
269,MERA SPRINGS,1.3149582,103.8468142,KK Women's and Children's Hospital,United Square,NOVENA MRT STATION,50071
270,MERGUI MANSIONS,1.317178,103.851686,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50301
271,LOFT @ RANGOON,1.314978,103.853607,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50261
272,CAMBRIDGE VILLAGE,1.313621805,103.8473046,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50019
273,RACE COURSE 138,1.3100074,103.8522385,Farrer Park Hospital,Tekka Centre,FARRER PARK MRT STATION,7111
274,GOODLAND BUILDING,1.3106174,103.8537053,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7111
275,VANADIUM,1.3128098,103.8476913,KK Women's and Children's Hospital,United Square,LITTLE INDIA MRT STATION,50019
276,THE BLISS,1.3097843,103.8520817,Farrer Park Hospital,Tekka Centre,FARRER PARK MRT STATION,7111
277,RANGOON VIEW,1.315261005,103.8538499,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50261
278,CARLYX RESIDENCE,1.3133524,103.8479689,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50351
279,BLISS REGALIA,1.316222,103.8541968,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50261
280,RANGOON COURT,1.314802475,103.8538261,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50261
281,WISMA M.T.F.A.,1.3037148,103.8332642,Mount Elizabeth Hospital,Wisma Atria,ORCHARD MRT STATION,9047
282,RACE COURSE RD/OWEN RD CON AREA,1.3129518,103.8537272,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50279
283,VOGX,1.3138957,103.8504267,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50321
284,CARLYX GREEN,1.3131639,103.8478248,KK Women's and Children's Hospital,United Square,FARRER PARK MRT STATION,50019
285,ZAMAN CENTRE,1.3101331,103.8543087,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,7111
286,LITTLE INDIA CONSERVATION AREA,1.3065597,103.851819,KK Women's and Children's Hospital,Tekka Centre,LITTLE INDIA MRT STATION,7031
287,FUTSING BUILDING,1.3105486,103.8592759,Farrer Park Hospital,City Square Mall,LAVENDER MRT STATION,7319
288,DESKER ROAD CONSERVATION AREA,1.3089331,103.8553492,Farrer Park Hospital,City Square Mall,JALAN BESAR MRT STATION,7231
289,OWEN COURT,1.313734,103.8531064,Farrer Park Hospital,City Square Mall,FARRER PARK MRT STATION,50279
290,KINTA SUITES,1.306858,103.855749,Raffles Hospital,City Square Mall,JALAN BESAR MRT STATION,7419
291,LILY TAN MANSION,1.313319,103.84988,Farrer Park Hospital,Tekka Centre,FARRER PARK MRT STATION,50321
292,THE BAYRON,1.297841,103.837581,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13081
293,THE COSMOPOLITAN,1.295909585,103.8327424,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13079
294,THE TRILLIUM,1.294104,103.833056,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13119
295,THE SCOTTS TOWER,1.3099741,103.8353518,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40171
296,RV POINT,1.2938996,103.8421493,Mount Elizabeth Hospital,Orchard Plaza,FORT CANNING MRT STATION,13101
297,MARTIN MODERN,1.2929557,103.8375854,Mount Elizabeth Hospital,Great World City,FORT CANNING MRT STATION,13089
298,ROBERTSON BLUE,1.290478,103.8372246,Singapore General Hospital,Great World City,FORT CANNING MRT STATION,6159
299,THE VERMONT ON CAIRNHILL,1.308584,103.8384426,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40179
300,HELIOS RESIDENCES,1.3067773,103.8379522,Mount Elizabeth Hospital,The Paragon,NEWTON MRT STATION,9037
301,CAIRNHILL NINE,1.303817,103.837257,Mount Elizabeth Hospital,Knightsbridge,SOMERSET MRT STATION,9037
302,UP@ROBERTSON QUAY,1.2909701,103.8374874,Singapore General Hospital,Great World City,FORT CANNING MRT STATION,6159
303,WATERSCAPE AT CAVENAGH,1.3041727,103.8406466,Mount Elizabeth Hospital,The Centrepoint,SOMERSET MRT STATION,9038
304,WATERFORD RESIDENCE,1.2940296,103.8397635,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13099
305,PARC EMILY,1.3043732,103.8489075,KK Women's and Children's Hospital,Tekka Centre,LITTLE INDIA MRT STATION,7021
306,LUMA,1.296815,103.834597,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
307,CITYVISTA RESIDENCES,1.3090049,103.8377306,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40179
308,RICHMOND PARK,1.327712221,103.8425636,Thomson Medical Centre,Balestier Hill Shopping Centre,TOA PAYOH MRT STATION,50161
309,RV ALTITUDE,1.2963268,103.8351453,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
310,KIM SIA COURT,1.3058875,103.8338566,Mount Elizabeth Hospital,Scotts Square,ORCHARD MRT STATION,9219
311,HAUS ON HANDY,1.2998509,103.8465474,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8058
312,336 RIVER VALLEY,1.2960325,103.8384852,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13091
313,LEONIE GARDENS,1.2983502,103.8324278,Mount Elizabeth Hospital,Ngee Ann City,ORCHARD MRT STATION,13159
314,2 RVG,1.2964919,103.8344009,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
315,BELLE VUE RESIDENCES,1.2956671,103.8420564,Mount Elizabeth Hospital,Orchard Plaza,FORT CANNING MRT STATION,13101
316,THE ORCHARD RESIDENCES,1.3039288,103.8319492,Mount Elizabeth Hospital,ION Orchard,ORCHARD MRT STATION,9023
317,SOPHIA HILLS,1.3014663,103.8466648,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8058
318,OUE TWIN PEAKS,1.299433,103.8332772,Mount Elizabeth Hospital,Ngee Ann City,ORCHARD MRT STATION,9011
319,RIVERGATE,1.2918813,103.8369741,Singapore General Hospital,Great World City,FORT CANNING MRT STATION,6159
320,ST THOMAS SUITES,1.2984292,103.835885,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
321,ONE CLAYMORE,1.3076122,103.8294192,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9169
322,EMILY RESIDENCE,1.3040703,103.849238,KK Women's and Children's Hospital,Tekka Centre,LITTLE INDIA MRT STATION,7021
323,THE CLAYMORE,1.3084148,103.8314185,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9213
324,WATERMARK ROBERTSON QUAY,1.2899376,103.8379058,Singapore General Hospital,Great World City,FORT CANNING MRT STATION,6159
325,REIGNWOOD HAMILTON SCOTTS,1.3114189,103.8359208,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40171
326,THE PIER AT ROBERTSON,1.2918135,103.8406509,Singapore General Hospital,Singapore Shopping Centre,FORT CANNING MRT STATION,13211
327,THE METZ,1.2992853,103.8369663,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,9059
328,8 SAINT THOMAS,1.2965729,103.8361403,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,13081
329,URBAN SUITES,1.3034586,103.8384562,Mount Elizabeth Hospital,Midpoint Orchard,SOMERSET MRT STATION,9037
330,LA CRYSTAL,1.2960476,103.836974,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13081
331,8 HULLET,1.3030498,103.8386992,Mount Elizabeth Hospital,Midpoint Orchard,SOMERSET MRT STATION,9038
332,RIVERSHIRE,1.2966455,103.83303,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13071
333,LEONIE CONDOTEL,1.2968805,103.8338986,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13071
334,RIVERSIDE 48,1.2910883,103.8397776,Singapore General Hospital,Singapore Shopping Centre,FORT CANNING MRT STATION,6169
335,8 @ MOUNT SOPHIA,1.3022348,103.8461302,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8057
336,THE IMPERIAL,1.29522,103.84274,Mount Elizabeth Hospital,Plaza Singapura,FORT CANNING MRT STATION,13101
337,THE BOTANIC ON LLOYD,1.297032,103.839527,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13091
338,GRANGE INFINITE,1.2998195,103.8348482,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
339,ATTITUDE AT KIM YAM,1.2956525,103.8389376,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13091
340,VISIONCREST,1.2985935,103.8429295,Mount Elizabeth Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8011
341,THE INSPIRA,1.2918096,103.8387398,Singapore General Hospital,Great World City,FORT CANNING MRT STATION,13211
342,LEONIE SUITES,1.2988628,103.8318578,Mount Elizabeth Hospital,Ngee Ann City,ORCHARD MRT STATION,13159
343,THE OXLEY,1.2989196,103.842204,Mount Elizabeth Hospital,Orchard Plaza,SOMERSET MRT STATION,8111
344,MIRAGE TOWER,1.2919498,103.8342371,Singapore General Hospital,Great World City,TIONG BAHRU MRT STATION,6129
345,THE WHARF RESIDENCE,1.293584,103.8402315,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13211
346,VALLEY MANSION,1.296505,103.840198,Mount Elizabeth Hospital,Orchard Central,SOMERSET MRT STATION,13099
347,ILLUMINAIRE ON DEVONSHIRE,1.2989725,103.8367923,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
348,PATERSON SUITES,1.3010688,103.830199,Mount Elizabeth Hospital,ION Orchard,ORCHARD MRT STATION,13199
349,THE LAURELS,1.304805,103.837396,Mount Elizabeth Hospital,The Paragon,SOMERSET MRT STATION,9037
350,CLAREMONT,1.298035596,103.8377971,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,8121
351,UE SQUARE,1.2921679,103.8426697,Mount Elizabeth Hospital,Singapore Shopping Centre,FORT CANNING MRT STATION,4321
352,THE MORNINGSIDE,1.2954609,103.8357047,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
353,ORCHARD SCOTTS,1.3097662,103.839078,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40189
354,SAM KIANG MANSIONS,1.2981864,103.8353258,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
355,SCOTTS SQUARE,1.3058788,103.8329554,Mount Elizabeth Hospital,Scotts Square,ORCHARD MRT STATION,9212
356,SUITES AT ORCHARD,1.3005746,103.8458503,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8057
357,ASPEN HEIGHTS,1.2951395,103.8403507,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13099
358,TRIBECA,1.29808142,103.8325308,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13071
359,HORIZON TOWERS,1.2983254,103.8333551,Mount Elizabeth Hospital,Ngee Ann City,ORCHARD MRT STATION,13071
360,HIJAUAN,1.3036134,103.8411883,Mount Elizabeth Hospital,Orchard Plaza,SOMERSET MRT STATION,8137
361,SKYLINE 360 @ SAINT THOMAS WALK,1.2967203,103.8370051,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13081
362,THE BEAUMONT,1.299402,103.836196,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
363,MARTIN EDGE,1.2923384,103.8375094,Mount Elizabeth Hospital,Great World City,FORT CANNING MRT STATION,6159
364,OLEANAS RESIDENCE,1.2934173,103.8390921,Mount Elizabeth Hospital,Great World City,FORT CANNING MRT STATION,13211
365,HILLTOPS,1.3074538,103.8384657,Mount Elizabeth Hospital,The Paragon,NEWTON MRT STATION,40179
366,WILKIE 80,1.3029619,103.8476502,KK Women's and Children's Hospital,Plaza Singapura,LITTLE INDIA MRT STATION,7021
367,CAIRNHILL PLAZA,1.3063319,103.8368636,Mount Elizabeth Hospital,The Paragon,ORCHARD MRT STATION,9048
368,GRANGE HEIGHTS,1.2979762,103.8349783,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,13081
369,NIVEN SUITES,1.3026641,103.849061,KK Women's and Children's Hospital,Sunshine Plaza,ROCHOR MRT STATION,7021
370,DEVONSHIRE BUILDING,1.2981979,103.8380107,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,8121
371,ESPADA,1.297514511,103.8365342,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13081
372,CAVENAGH LODGE,1.3060744,103.8409939,Mount Elizabeth Hospital,The Centrepoint,SOMERSET MRT STATION,9038
373,THE LIGHT @ CAIRNHILL,1.3065945,103.8385915,Mount Elizabeth Hospital,The Paragon,NEWTON MRT STATION,9037
374,THE RISE @ OXLEY - RESIDENCES,1.297407,103.843198,Mount Elizabeth Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8011
375,RIVERIA GARDENS,1.2973489,103.8346901,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,13089
376,URBANA,1.296923928,103.8377635,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,13081
377,THE VERV @ RV,1.296415,103.8347104,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
378,THE LUMOS,1.2992233,103.8319283,Mount Elizabeth Hospital,Ngee Ann City,ORCHARD MRT STATION,13159
379,ONE OXLEY RISE,1.2991534,103.8418054,Mount Elizabeth Hospital,Orchard Plaza,SOMERSET MRT STATION,8111
380,LEONIE PARC VIEW,1.298958,103.8342271,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
381,OXLEY GARDEN,1.2978794,103.8422295,Mount Elizabeth Hospital,Orchard Plaza,SOMERSET MRT STATION,8011
382,SOPHIA RESIDENCE,1.300525,103.8488061,Raffles Hospital,Sunshine Plaza,BENCOOLEN MRT STATION,7011
383,THE PATERSON EDGE,1.3024407,103.8295066,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,13191
384,NEW FUTURA,1.2985307,103.8340078,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,13071
385,LIV ON SOPHIA,1.3011037,103.8480048,Raffles Hospital,Sunshine Plaza,DHOBY GHAUT MRT STATION,7011
386,ESTILO,1.302602,103.8473,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,7021
387,RIVERDALE RESIDENCE,1.2967125,103.8349426,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
388,ELIZABETH TOWER,1.306265528,103.8363875,Mount Elizabeth Hospital,The Paragon,ORCHARD MRT STATION,9048
389,YONG AN PARK,1.2950212,103.8345931,Mount Elizabeth Hospital,Great World City,SOMERSET MRT STATION,13089
390,DEVONSHIRE RESIDENCES,1.2989615,103.8373393,Mount Elizabeth Hospital,313@Somerset,SOMERSET MRT STATION,9059
391,MACKENZIE 88,1.306307,103.8476108,KK Women's and Children's Hospital,Tekka Centre,LITTLE INDIA MRT STATION,40011
392,THE PEAK @ CAIRNHILL I,1.3081745,103.8379745,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40179
393,PARC MACKENZIE,1.306207,103.8479082,KK Women's and Children's Hospital,Tekka Centre,LITTLE INDIA MRT STATION,40011
394,NOMU,1.2998036,103.847008,Raffles Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,8058
395,THE MARQ ON PATERSON HILL,1.3006874,103.8288453,Mount Elizabeth Hospital,Wheelock Place,ORCHARD MRT STATION,13169
396,ACORN,1.293803,103.841579,Mount Elizabeth Hospital,Orchard Central,FORT CANNING MRT STATION,13101
397,1919,1.302806,103.8466,KK Women's and Children's Hospital,Plaza Singapura,DHOBY GHAUT MRT STATION,7021
398,LUCKY PLAZA APARTMENTS,1.3045795,103.8340621,Mount Elizabeth Hospital,Lucky Plaza,ORCHARD MRT STATION,9048
399,SCOTTS 28,1.3095861,103.8352705,Mount Elizabeth Hospital,Far East Plaza,NEWTON MRT STATION,40171
400,VIVACE,1.292906,103.840701,Mount Elizabeth Hospital,Singapore Shopping Centre,FORT CANNING MRT STATION,13211
401,CLAYMORE PLAZA,1.3070143,103.8314018,Mount Elizabeth Hospital,Palais Renaissance,ORCHARD MRT STATION,9212
402,LEONIE TOWERS,1.2979698,103.8315827,Mount Elizabeth Hospital,Great World City,ORCHARD MRT STATION,13159
403,THE SUITES AT CENTRAL,1.298503,103.8366,Mount Elizabeth Hospital,Cathay Cineleisure Orchard,SOMERSET MRT STATION,9059
